,Class_ID, Name, Sample_Num, Flag, Gender,race,emotion,age
8365,n008524," ""Thomas_Gottschalk""",506,1, m,undefined,undefined,undefined
8366,n008525," ""Thomas_Gravesen""",244,1, m,undefined,undefined,undefined
8367,n008526," ""Thomas_Hitzlsperger""",352,1, m,undefined,undefined,undefined
8368,n008527," ""Thomas_Menino""",297,1, m,undefined,undefined,undefined
8369,n008528," ""Thomas_Mesereau""",244,0, m,white,happy,42.142857142857146
8370,n008529," ""Thomas_Morgenstern""",524,1, m,undefined,undefined,undefined
8371,n008530," ""Thomas_Müller""",510,0, m,white,sad,28.666666666666668
8372,n008531," ""Thomas_Sadoski""",321,1, m,undefined,undefined,undefined
8373,n008532," ""Thomas_Tuchel""",380,1, m,undefined,undefined,undefined
8374,n008533," ""Thomas_Vermaelen""",457,1, m,undefined,undefined,undefined
8375,n008534," ""Thomas_Voeckler""",393,1, m,undefined,undefined,undefined
8376,n008535," ""Thomas_de_Maizière""",487,1, m,undefined,undefined,undefined
8377,n008536," ""Thor_Hushovd""",309,1, m,undefined,undefined,undefined
8378,n008537," ""Thorsten_Fink""",482,1, m,undefined,undefined,undefined
8379,n008538," ""Thorsten_Kaye""",307,1, m,undefined,undefined,undefined
8380,n008539," ""Thure_Riefenstein""",225,0, m,white,neutral,31.555555555555557
8381,n008540," ""Thåström""",205,1, m,undefined,undefined,undefined
8382,n008541," ""Thích_Nhật_Từ""",283,1, m,undefined,undefined,undefined
8383,n008542," ""Tia_Bajpai""",323,1, f,undefined,undefined,undefined
8384,n008543," ""Tia_Carrere""",530,1, f,undefined,undefined,undefined
8385,n008544," ""Tia_Hellebaut""",335,1, f,undefined,undefined,undefined
8386,n008545," ""Tia_Mowry""",561,1, f,undefined,undefined,undefined
8387,n008546," ""Ticiane_Pinheiro""",480,1, f,undefined,undefined,undefined
8388,n008547," ""Tico_Torres""",375,1, m,undefined,undefined,undefined
8389,n008548," ""Tiffani_Thiessen""",434,1, f,undefined,undefined,undefined
8390,n008549," ""Tiffany_Fallon""",337,1, f,undefined,undefined,undefined
8391,n008550," ""Tiffany_Thornton""",381,1, f,undefined,undefined,undefined
8392,n008551," ""Tiger_Woods""",375,1, m,undefined,undefined,undefined
8393,n008552," ""Tilde_de_Paula""",318,1, f,undefined,undefined,undefined
8394,n008553," ""Till_Brönner""",315,1, m,undefined,undefined,undefined
8395,n008554," ""Tim_Boetsch""",191,1, m,undefined,undefined,undefined
8396,n008555," ""Tim_Cook""",427,1, m,undefined,undefined,undefined
8397,n008556," ""Tim_Duncan""",448,1, m,undefined,undefined,undefined
8398,n008557," ""Tim_Howard""",386,1, m,undefined,undefined,undefined
8399,n008558," ""Tim_Krul""",398,0, m,white,neutral,32.0
8400,n008560," ""Tim_Mälzer""",345,1, m,undefined,undefined,undefined
8401,n008561," ""Tim_Roth""",411,1, m,undefined,undefined,undefined
8402,n008562," ""Tim_Sherwood""",464,1, m,undefined,undefined,undefined
8403,n008563," ""Timm_Klose""",269,1, m,undefined,undefined,undefined
8404,n008564," ""Timo_Boll""",326,1, m,undefined,undefined,undefined
8405,n008565," ""Timo_Hildebrand""",367,1, m,undefined,undefined,undefined
8406,n008566," ""Timothy_Dalton""",429,1, m,undefined,undefined,undefined
8407,n008567," ""Timothy_Shriver""",249,0, m,white,happy,32.0
8408,n008568," ""Tina_Fey""",672,1, f,undefined,undefined,undefined
8409,n008569," ""Tina_Maze""",261,1, f,undefined,undefined,undefined
8410,n008570," ""Tina_Nordström""",333,1, f,undefined,undefined,undefined
8411,n008571," ""Tina_Ruland""",376,1, f,undefined,undefined,undefined
8412,n008572," ""Tinashe""",493,1, f,undefined,undefined,undefined
8413,n008573," ""Tinie_Tempah""",459,1, m,undefined,undefined,undefined
8414,n008574," ""Tino_Costa""",334,1, m,undefined,undefined,undefined
8415,n008575," ""Tirunesh_Dibaba""",307,1, f,undefined,undefined,undefined
8416,n008576," ""Tisha_Campbell-Martin""",383,1, f,undefined,undefined,undefined
8417,n008577," ""Tishani_Doshi""",135,1, f,undefined,undefined,undefined
8418,n008578," ""Titi_DJ""",358,1, f,undefined,undefined,undefined
8419,n008579," ""Tito_El_Bambino""",324,1, m,undefined,undefined,undefined
8420,n008580," ""Tito_Jackson""",366,1, m,undefined,undefined,undefined
8421,n008581," ""Tito_Vilanova""",368,1, m,undefined,undefined,undefined
8422,n008582," ""Titus_ONeil""",301,1, m,undefined,undefined,undefined
8423,n008583," ""Tiziano_Crudeli""",345,1, m,undefined,undefined,undefined
8424,n008584," ""Tiziano_Ferro""",519,1, m,undefined,undefined,undefined
8425,n008585," ""Tjitske_Reidinga""",288,1, f,undefined,undefined,undefined
8426,n008586," ""Tobias_Moretti""",588,1, m,undefined,undefined,undefined
8427,n008587," ""Tobias_Schweinsteiger""",256,1, m,undefined,undefined,undefined
8428,n008588," ""Toby_Alderweireld""",392,1, m,undefined,undefined,undefined
8429,n008589," ""Toby_Flood""",384,1, m,undefined,undefined,undefined
8430,n008590," ""Toby_Hemingway""",268,1, m,undefined,undefined,undefined
8431,n008591," ""Toby_Kebbell""",273,1, m,undefined,undefined,undefined
8432,n008592," ""Toby_Keith""",363,1, m,undefined,undefined,undefined
8433,n008593," ""Toby_Leung""",262,1, f,undefined,undefined,undefined
8434,n008594," ""Toccara_Jones""",424,1, f,undefined,undefined,undefined
8435,n008595," ""Todd_Tucker""",306,0, m,black,neutral,25.0
8436,n008596," ""Tolgay_Arslan""",301,1, m,undefined,undefined,undefined
8437,n008597," ""Tom_Berenger""",375,1, m,undefined,undefined,undefined
8438,n008598," ""Tom_Brokaw""",422,1, m,undefined,undefined,undefined
8439,n008599," ""Tom_Cavanagh""",457,1, m,undefined,undefined,undefined
8440,n008600," ""Tom_Chaplin""",524,1, m,undefined,undefined,undefined
8441,n008601," ""Tom_Cleverley""",435,1, m,undefined,undefined,undefined
8442,n008602," ""Tom_Corbett""",259,1, m,undefined,undefined,undefined
8443,n008603," ""Tom_Daley""",553,1, m,undefined,undefined,undefined
8444,n008604," ""Tom_Dwan""",325,1, m,undefined,undefined,undefined
8445,n008605," ""Tom_Enders""",434,1, m,undefined,undefined,undefined
8446,n008606," ""Tom_Felton""",359,1, m,undefined,undefined,undefined
8447,n008607," ""Tom_Hardy""",488,1, m,undefined,undefined,undefined
8448,n008608," ""Tom_Hawkins""",352,1, m,undefined,undefined,undefined
8449,n008609," ""Tom_Hopper""",278,1, m,undefined,undefined,undefined
8450,n008610," ""Tom_Huddlestone""",300,1, m,undefined,undefined,undefined
8451,n008611," ""Tom_Pelphrey""",333,1, m,undefined,undefined,undefined
8452,n008612," ""Tom_Rodriguez""",437,1, m,undefined,undefined,undefined
8453,n008613," ""Tom_Thibodeau""",429,0, m,white,angry,37.8
8454,n008614," ""Tom_Vilsack""",347,1, m,undefined,undefined,undefined
8455,n008615," ""Tom_Welling""",267,0, m,white,neutral,25.428571428571427
8456,n008616," ""Tom_Youngs""",306,1, m,undefined,undefined,undefined
8457,n008617," ""Tomasz_Adamek""",523,1, m,undefined,undefined,undefined
8458,n008618," ""Tomasz_Brzyski""",215,1, m,undefined,undefined,undefined
8459,n008619," ""Tomasz_Karolak""",519,1, m,undefined,undefined,undefined
8460,n008620," ""Tomatito""",304,1, m,undefined,undefined,undefined
8461,n008621," ""Tomi_Joutsen""",366,1, m,undefined,undefined,undefined
8462,n008622," ""Tomislav_Karamarko""",545,1, m,undefined,undefined,undefined
8463,n008623," ""Tomislav_Nikolić""",528,1, m,undefined,undefined,undefined
8464,n008624," ""Tommy_Chong""",375,1, m,undefined,undefined,undefined
8465,n008625," ""Tommy_Körberg""",311,1, m,undefined,undefined,undefined
8466,n008626," ""Tommy_Shaw""",299,1, m,undefined,undefined,undefined
8467,n008627," ""Tommy_Thayer""",301,1, m,undefined,undefined,undefined
8468,n008628," ""Tommy_Tuberville""",210,1, m,undefined,undefined,undefined
8469,n008630," ""Tomo_Yanagishita""",280,0, m,asian,neutral,25.8
8470,n008631," ""Tomohisa_Yamashita""",402,1, m,undefined,undefined,undefined
8471,n008632," ""Tomáš_Berdych""",386,1, m,undefined,undefined,undefined
8472,n008633," ""Tomáš_Klus""",503,1, m,undefined,undefined,undefined
8473,n008634," ""Tomáš_Rosický""",516,1, m,undefined,undefined,undefined
8474,n008635," ""Tomáš_Tatar""",204,1, m,undefined,undefined,undefined
8475,n008636," ""Tone_Damli""",431,1, f,undefined,undefined,undefined
8476,n008637," ""Toni_Atkins""",251,1, m,undefined,undefined,undefined
8477,n008638," ""Toni_Braxton""",521,1, f,undefined,undefined,undefined
8478,n008639," ""Toni_Collette""",480,1, f,undefined,undefined,undefined
8479,n008640," ""Toni_Garrn""",559,1, f,undefined,undefined,undefined
8480,n008641," ""Toni_Kroos""",468,1, m,undefined,undefined,undefined
8481,n008642," ""Toni_Servillo""",347,1, m,undefined,undefined,undefined
8482,n008643," ""Tonka_Tomicic""",280,1, f,undefined,undefined,undefined
8483,n008644," ""Tony_Carreira""",345,1, m,undefined,undefined,undefined
8484,n008645," ""Tony_Estanguet""",285,1, m,undefined,undefined,undefined
8485,n008646," ""Tony_Fernandes""",460,1, m,undefined,undefined,undefined
8486,n008647," ""Tony_Goldwyn""",455,1, m,undefined,undefined,undefined
8487,n008648," ""Tony_Hadley""",460,1, m,undefined,undefined,undefined
8488,n008649," ""Tony_Hawk""",264,1, m,undefined,undefined,undefined
8489,n008650," ""Tony_La_Russa""",345,1, m,undefined,undefined,undefined
8490,n008651," ""Tony_Leung_Chiu_Wai""",364,1, m,undefined,undefined,undefined
8491,n008652," ""Tony_McCoy""",408,1, m,undefined,undefined,undefined
8492,n008653," ""Tony_Montana""",217,0, m,white,sad,38.0
8493,n008654," ""Tony_Mowbray""",434,1, m,undefined,undefined,undefined
8494,n008655," ""Tony_Oller""",355,0, m,white,neutral,23.428571428571427
8495,n008656," ""Tony_Popovic""",267,1, m,undefined,undefined,undefined
8496,n008657," ""Tony_Pulis""",465,1, m,undefined,undefined,undefined
8497,n008658," ""Tony_Shalhoub""",502,1, m,undefined,undefined,undefined
8498,n008659," ""Tony_Stewart""",308,1, m,undefined,undefined,undefined
8499,n008660," ""Tony_Yayo""",236,1, m,undefined,undefined,undefined
8500,n008661," ""Tonya_Kinzinger""",344,1, f,undefined,undefined,undefined
8501,n008662," ""Tooske_Ragas""",206,0, f,white,happy,32.5
8502,n008663," ""Tora_Berger""",324,1, f,undefined,undefined,undefined
8503,n008664," ""Torah_Bright""",311,1, f,undefined,undefined,undefined
8504,n008665," ""Toral_Rasputra""",355,1, f,undefined,undefined,undefined
8505,n008666," ""Torbjørn_Røe_Isaksen""",456,1, m,undefined,undefined,undefined
8506,n008667," ""Tord_Lien""",362,1, m,undefined,undefined,undefined
8507,n008668," ""Torrance_Coombs""",377,1, m,undefined,undefined,undefined
8508,n008669," ""Torrey_DeVitto""",463,1, f,undefined,undefined,undefined
8509,n008670," ""Torrie_Wilson""",346,1, f,undefined,undefined,undefined
8510,n008671," ""Torsten_Lieberknecht""",291,1, m,undefined,undefined,undefined
8511,n008672," ""Toshiya_Miura""",342,1, m,undefined,undefined,undefined
8512,n008673," ""Toto_Wolff""",473,1, m,undefined,undefined,undefined
8513,n008674," ""Touriya_Haoud""",243,0, f,latino hispanic,happy,28.142857142857142
8514,n008675," ""Tovah_Feldshuh""",403,1, f,undefined,undefined,undefined
8515,n008676," ""Toše_Proeski""",358,1, m,undefined,undefined,undefined
8516,n008677," ""Tracey_E._Bregman""",358,1, f,undefined,undefined,undefined
8517,n008678," ""Tracie_Bennett""",218,1, f,undefined,undefined,undefined
8518,n008679," ""Tracy_McGrady""",357,1, m,undefined,undefined,undefined
8519,n008680," ""Tracy_Tweed""",201,1, f,undefined,undefined,undefined
8520,n008681," ""Tracy-Ann_Oberman""",334,1, f,undefined,undefined,undefined
8521,n008682," ""Traian_Băsescu""",506,0, m,white,happy,41.25
8522,n008683," ""Travie_McCoy""",509,1, m,undefined,undefined,undefined
8523,n008684," ""Travis_Hafner""",190,1, m,undefined,undefined,undefined
8524,n008685," ""Travis_Milne""",154,1, m,undefined,undefined,undefined
8525,n008686," ""Travis_Scott""",205,1, m,undefined,undefined,undefined
8526,n008687," ""Travis_Tritt""",341,1, m,undefined,undefined,undefined
8527,n008688," ""Treechada_Petcharat""",330,1, f,undefined,undefined,undefined
8528,n008689," ""Trevor_Booker""",218,1, m,undefined,undefined,undefined
8529,n008690," ""Trevor_McDonald""",295,1, m,undefined,undefined,undefined
8530,n008691," ""Trevor_Rabin""",203,1, m,undefined,undefined,undefined
8531,n008692," ""Trey_Anastasio""",309,1, m,undefined,undefined,undefined
8532,n008693," ""Trey_Gowdy""",367,1, m,undefined,undefined,undefined
8533,n008694," ""Trey_Hardee""",349,1, m,undefined,undefined,undefined
8534,n008695," ""Trey_Songz""",524,1, m,undefined,undefined,undefined
8535,n008696," ""Triana_Iglesias""",261,1, f,undefined,undefined,undefined
8536,n008697," ""Trijntje_Oosterhuis""",376,1, f,undefined,undefined,undefined
8537,n008698," ""Trine_Skei_Grande""",442,1, f,undefined,undefined,undefined
8538,n008699," ""Trinidad_Jiménez""",554,1, f,undefined,undefined,undefined
8539,n008700," ""Triple_H""",388,1, m,undefined,undefined,undefined
8540,n008701," ""Trish_Stratus""",473,1, f,undefined,undefined,undefined
8541,n008702," ""Trisha""",488,1, f,undefined,undefined,undefined
8542,n008703," ""Trisha_Yearwood""",325,1, f,undefined,undefined,undefined
8543,n008704," ""Tristan_Thompson""",353,1, m,undefined,undefined,undefined
8544,n008705," ""Tristram_Hunt""",313,1, m,undefined,undefined,undefined
8545,n008706," ""Troy_Brouwer""",227,1, m,undefined,undefined,undefined
8546,n008707," ""Troy_Garity""",408,1, m,undefined,undefined,undefined
8547,n008708," ""Troy_Polamalu""",226,1, m,undefined,undefined,undefined
8548,n008709," ""Troy_Tulowitzki""",221,1, m,undefined,undefined,undefined
8549,n008710," ""Trudie_Styler""",507,0, f,white,happy,37.125
8550,n008711," ""Try_Sutrisno""",214,1, m,undefined,undefined,undefined
8551,n008712," ""Trương_Tấn_Sang""",245,1, m,undefined,undefined,undefined
8552,n008713," ""Tucker_Carlson""",342,1, m,undefined,undefined,undefined
8553,n008714," ""Tulip_Joshi""",342,1, f,undefined,undefined,undefined
8554,n008715," ""Tulisa_Contostavlos""",553,1, f,undefined,undefined,undefined
8555,n008716," ""Tuncay_Şanlı""",372,1, m,undefined,undefined,undefined
8556,n008718," ""Tuomas_Holopainen""",439,1, m,undefined,undefined,undefined
8557,n008719," ""Tuğba_Özay""",280,1, f,undefined,undefined,undefined
8558,n008720," ""Twin_Shadow""",292,1, m,undefined,undefined,undefined
8559,n008721," ""Ty_Herndon""",321,1, m,undefined,undefined,undefined
8560,n008722," ""Tyga""",433,1, m,undefined,undefined,undefined
8561,n008723," ""Tyger_Drew-Honey""",371,1, m,undefined,undefined,undefined
8562,n008724," ""Tygo_Gernandt""",335,1, m,undefined,undefined,undefined
8563,n008725," ""Tyler_Hamilton""",276,1, m,undefined,undefined,undefined
8564,n008726," ""Tyler_Hansbrough""",341,1, m,undefined,undefined,undefined
8565,n008727," ""Tyler_Posey""",521,1, m,undefined,undefined,undefined
8566,n008728," ""Tyler_Reks""",151,1, m,undefined,undefined,undefined
8567,n008729," ""Tyler_Winklevoss""",179,1, m,undefined,undefined,undefined
8568,n008730," ""Tyshawn_Taylor""",204,1, m,undefined,undefined,undefined
8569,n008731," ""Tyson_Chandler""",457,1, m,undefined,undefined,undefined
8570,n008732," ""Tyson_Gay""",407,1, m,undefined,undefined,undefined
8571,n008733," ""Ubaldo_Jiménez""",237,1, m,undefined,undefined,undefined
8572,n008734," ""Uday_Chopra""",364,1, m,undefined,undefined,undefined
8573,n008735," ""Uday_Kiran""",256,1, m,undefined,undefined,undefined
8574,n008736," ""Udaya_Bhanu""",431,1, f,undefined,undefined,undefined
8575,n008737," ""Uddhav_Thackeray""",238,1, m,undefined,undefined,undefined
8576,n008738," ""Udhayanidhi_Stalin""",381,1, m,undefined,undefined,undefined
8577,n008739," ""Udo_Dirkschneider""",344,1, m,undefined,undefined,undefined
8578,n008740," ""Udo_Kier""",329,1, m,undefined,undefined,undefined
8579,n008741," ""Udo_Voigt""",307,1, m,undefined,undefined,undefined
8580,n008742," ""Uffe_Elbæk""",290,1, m,undefined,undefined,undefined
8581,n008743," ""Uhm_Jung-hwa""",406,1, f,undefined,undefined,undefined
8582,n008744," ""Uli_Forte""",261,1, m,undefined,undefined,undefined
8583,n008745," ""Uli_Hoeneß""",410,1, m,undefined,undefined,undefined
8584,n008746," ""Uli_Jon_Roth""",306,1, m,undefined,undefined,undefined
8585,n008747," ""Ulrich_Matthes""",292,1, m,undefined,undefined,undefined
8586,n008748," ""Ulrich_Tukur""",435,1, m,undefined,undefined,undefined
8587,n008749," ""Ulrik_Wilbek""",336,1, m,undefined,undefined,undefined
8588,n008750," ""Ulrike_Folkerts""",495,1, f,undefined,undefined,undefined
8589,n008751," ""Umberto_Bossi""",475,1, m,undefined,undefined,undefined
8590,n008752," ""Umesh_Yadav""",410,1, m,undefined,undefined,undefined
8591,n008753," ""Unai_Emery""",465,1, m,undefined,undefined,undefined
8592,n008754," ""Undertaker""",308,1, m,undefined,undefined,undefined
8593,n008755," ""Upasana_Singh""",308,1, f,undefined,undefined,undefined
8594,n008756," ""Upeksha_Swarnamali""",313,1, f,undefined,undefined,undefined
8595,n008757," ""Urban_Meyer""",462,1, m,undefined,undefined,undefined
8596,n008758," ""Urby_Emanuelson""",382,1, m,undefined,undefined,undefined
8597,n008759," ""Uri_Geller""",349,1, m,undefined,undefined,undefined
8598,n008760," ""Ursula_Andress""",380,1, f,undefined,undefined,undefined
8599,n008761," ""Ursula_von_der_Leyen""",554,1, f,undefined,undefined,undefined
8600,n008762," ""Urve_Palo""",209,1, f,undefined,undefined,undefined
8601,n008763," ""Usha_Nadkarni""",162,1, f,undefined,undefined,undefined
8602,n008764," ""Usman_Khawaja""",268,1, m,undefined,undefined,undefined
8603,n008765," ""Ute_Freudenberg""",408,1, f,undefined,undefined,undefined
8604,n008766," ""Uto_Ughi""",246,1, m,undefined,undefined,undefined
8605,n008767," ""Uwe_Ochsenknecht""",482,1, m,undefined,undefined,undefined
8606,n008768," ""Uğur_Dündar""",337,1, m,undefined,undefined,undefined
8607,n008769," ""Uğur_Tütüneker""",307,1, m,undefined,undefined,undefined
8608,n008770," ""V._K._Singh""",387,1, m,undefined,undefined,undefined
8609,n008771," ""V._V._Vinayak""",368,1, m,undefined,undefined,undefined
8610,n008772," ""Vadivelu""",387,1, m,undefined,undefined,undefined
8611,n008773," ""Vahid_Halilhodžić""",459,0, m,white,sad,48.714285714285715
8612,n008774," ""Vahina_Giocante""",474,1, f,undefined,undefined,undefined
8613,n008775," ""Vaidas_Baumila""",219,1, m,undefined,undefined,undefined
8614,n008776," ""Vail_Bloom""",309,1, f,undefined,undefined,undefined
8615,n008778," ""Valen_Hsu""",240,0, f,asian,happy,33.666666666666664
8616,n008779," ""Valene_Maharaj""",269,1, f,undefined,undefined,undefined
8617,n008780," ""Valentin_Inzko""",260,1, m,undefined,undefined,undefined
8618,n008781," ""Valentin_Stocker""",394,1, m,undefined,undefined,undefined
8619,n008782," ""Valentina_Cervi""",294,1, f,undefined,undefined,undefined
8620,n008783," ""Valentina_Lodovini""",369,1, f,undefined,undefined,undefined
8621,n008784," ""Valentina_Patruno""",108,1, f,undefined,undefined,undefined
8622,n008785," ""Valentina_Vezzali""",323,1, f,undefined,undefined,undefined
8623,n008786," ""Valentina_Zelyaeva""",423,1, f,undefined,undefined,undefined
8624,n008787," ""Valeria_Bilello""",245,1, f,undefined,undefined,undefined
8625,n008788," ""Valeria_Solarino""",490,1, f,undefined,undefined,undefined
8626,n008789," ""Valerie_Adams""",410,1, f,undefined,undefined,undefined
8627,n008790," ""Valerie_Dominguez""",288,1, f,undefined,undefined,undefined
8628,n008791," ""Valerie_Harper""",421,1, f,undefined,undefined,undefined
8629,n008792," ""Valerie_Leon""",271,1, f,undefined,undefined,undefined
8630,n008793," ""Valerie_Niehaus""",266,1, f,undefined,undefined,undefined
8631,n008794," ""Valerie_Plame""",357,1, f,undefined,undefined,undefined
8632,n008795," ""Valerio_Scanu""",464,1, m,undefined,undefined,undefined
8633,n008796," ""Valery_Ortiz""",305,1, f,undefined,undefined,undefined
8634,n008797," ""Valter_Birsa""",314,1, m,undefined,undefined,undefined
8635,n008798," ""Valérie_Bègue""",377,1, f,undefined,undefined,undefined
8636,n008799," ""Valérie_Fourneyron""",368,1, f,undefined,undefined,undefined
8637,n008800," ""Valérie_Lemercier""",421,1, f,undefined,undefined,undefined
8638,n008801," ""Valérie_Pécresse""",541,1, f,undefined,undefined,undefined
8639,n008802," ""Van_Hansis""",369,1, m,undefined,undefined,undefined
8640,n008803," ""Van_Jones""",317,1, m,undefined,undefined,undefined
8641,n008804," ""Van_Vicker""",340,1, m,undefined,undefined,undefined
8642,n008805," ""Vaneeza_Ahmad""",266,1, f,undefined,undefined,undefined
8643,n008806," ""Vanesa_Martín""",329,1, f,undefined,undefined,undefined
8644,n008807," ""Vanesa_Romero""",396,1, f,undefined,undefined,undefined
8645,n008808," ""Vanessa_Bell_Calloway""",388,1, f,undefined,undefined,undefined
8646,n008809," ""Vanessa_Demouy""",283,1, f,undefined,undefined,undefined
8647,n008810," ""Vanessa_Feltz""",422,1, f,undefined,undefined,undefined
8648,n008811," ""Vanessa_Ferrari""",336,1, f,undefined,undefined,undefined
8649,n008812," ""Vanessa_Gerbelli""",309,1, f,undefined,undefined,undefined
8650,n008813," ""Vanessa_Hessler""",447,1, f,undefined,undefined,undefined
8651,n008814," ""Vanessa_Incontrada""",469,1, f,undefined,undefined,undefined
8652,n008815," ""Vanessa_Morgan""",301,1, f,undefined,undefined,undefined
8653,n008816," ""Vanessa_Peretti""",232,1, f,undefined,undefined,undefined
8654,n008817," ""Vanessa_da_Mata""",374,1, f,undefined,undefined,undefined
8655,n008818," ""Vania_King""",322,1, f,undefined,undefined,undefined
8656,n008819," ""Vanna_White""",419,1, f,undefined,undefined,undefined
8657,n008820," ""Varalaxmi_Sarathkumar""",313,1, f,undefined,undefined,undefined
8658,n008821," ""Varujan_Vosganian""",299,1, m,undefined,undefined,undefined
8659,n008822," ""Varun_Sandesh""",459,1, m,undefined,undefined,undefined
8660,n008823," ""Vasco_Regini""",211,1, m,undefined,undefined,undefined
8661,n008824," ""Vasco_Rossi""",291,1, m,undefined,undefined,undefined
8662,n008825," ""Vashtie_Kola""",425,1, f,undefined,undefined,undefined
8663,n008826," ""Vasile_Blaga""",389,1, m,undefined,undefined,undefined
8664,n008827," ""Vasili_Berezutski""",212,1, m,undefined,undefined,undefined
8665,n008829," ""Vasyl_Lomachenko""",268,0, m,white,neutral,25.0
8666,n008830," ""Vatsal_Sheth""",342,1, m,undefined,undefined,undefined
8667,n008831," ""Vayalar_Ravi""",360,1, m,undefined,undefined,undefined
8668,n008832," ""Vedran_Ćorluka""",439,1, m,undefined,undefined,undefined
8669,n008833," ""Veena_Malik""",477,1, f,undefined,undefined,undefined
8670,n008834," ""Veerle_Baetens""",337,1, f,undefined,undefined,undefined
8671,n008835," ""Vendela_Kirsebom""",227,1, f,undefined,undefined,undefined
8672,n008836," ""Venkaiah_Naidu""",353,1, m,undefined,undefined,undefined
8673,n008837," ""Venke_Knutson""",229,1, f,undefined,undefined,undefined
8674,n008838," ""Venus_Raj""",420,1, f,undefined,undefined,undefined
8675,n008839," ""Venus_Williams""",518,1, f,undefined,undefined,undefined
8676,n008840," ""Vera_Farmiga""",498,1, f,undefined,undefined,undefined
8677,n008841," ""Vera_Fischer""",335,1, f,undefined,undefined,undefined
8678,n008842," ""Vera_Holtz""",273,1, f,undefined,undefined,undefined
8679,n008843," ""Verdine_White""",291,1, m,undefined,undefined,undefined
8680,n008844," ""Verena_Sailer""",493,1, f,undefined,undefined,undefined
8681,n008845," ""Verity_Rushworth""",281,1, f,undefined,undefined,undefined
8682,n008846," ""Verona_Pooth""",228,1, f,undefined,undefined,undefined
8683,n008847," ""Veronica_Palm""",205,1, f,undefined,undefined,undefined
8684,n008848," ""Veronika_Husárová""",259,1, f,undefined,undefined,undefined
8685,n008849," ""Verónica_Castro""",453,1, f,undefined,undefined,undefined
8686,n008850," ""Verónica_Sánchez""",343,1, f,undefined,undefined,undefined
8687,n008851," ""Vesna_Fabjan""",353,1, f,undefined,undefined,undefined
8688,n008852," ""Vesna_Pusić""",512,1, f,undefined,undefined,undefined
8689,n008853," ""Veysel_Eroğlu""",203,1, m,undefined,undefined,undefined
8690,n008854," ""Vhong_Navarro""",340,1, m,undefined,undefined,undefined
8691,n008855," ""Vic_Chou""",340,1, m,undefined,undefined,undefined
8692,n008856," ""Vic_Reeves""",282,1, m,undefined,undefined,undefined
8693,n008857," ""Vica_Kerekes""",265,1, f,undefined,undefined,undefined
8694,n008858," ""Vicente_Fernández""",362,0, m,middle eastern,happy,40.8
8695,n008859," ""Vicente_Fox""",432,1, m,undefined,undefined,undefined
8696,n008860," ""Vicente_Matías_Vuoso""",303,1, m,undefined,undefined,undefined
8697,n008861," ""Vickie_Guerrero""",237,1, f,undefined,undefined,undefined
8698,n008862," ""Vicky_Pryce""",319,1, f,undefined,undefined,undefined
8699,n008863," ""Victor_Crivoi""",156,1, m,undefined,undefined,undefined
8700,n008864," ""Victor_Dubuisson""",356,1, m,undefined,undefined,undefined
8701,n008865," ""Victor_Garber""",454,1, m,undefined,undefined,undefined
8702,n008866," ""Victor_Moses""",289,1, m,undefined,undefined,undefined
8703,n008867," ""Victor_Ortiz""",430,1, m,undefined,undefined,undefined
8704,n008868," ""Victor_Pițurcă""",374,1, m,undefined,undefined,undefined
8705,n008869," ""Victoria_Abril""",402,1, f,undefined,undefined,undefined
8706,n008870," ""Victoria_Gotti""",399,1, f,undefined,undefined,undefined
8707,n008871," ""Victoria_Lopyreva""",284,1, f,undefined,undefined,undefined
8708,n008872," ""Victoria_Pendleton""",499,1, f,undefined,undefined,undefined
8709,n008873," ""Victoria_Pratt""",275,1, f,undefined,undefined,undefined
8710,n008874," ""Victoria_Smurfit""",401,1, f,undefined,undefined,undefined
8711,n008875," ""Victoria_Wood""",323,1, f,undefined,undefined,undefined
8712,n008877," ""Vida_Guerra""",344,1, f,undefined,undefined,undefined
8713,n008878," ""Vida_Samadzai""",296,1, f,undefined,undefined,undefined
8714,n008879," ""Vidya_Malvade""",506,1, f,undefined,undefined,undefined
8715,n008880," ""Vieirinha""",320,1, m,undefined,undefined,undefined
8716,n008881," ""Vijay_Antony""",337,1, m,undefined,undefined,undefined
8717,n008882," ""Vijay_Mallya""",480,1, m,undefined,undefined,undefined
8718,n008883," ""Vijaya_Nirmala""",370,1, f,undefined,undefined,undefined
8719,n008884," ""Vijayakanth""",490,1, m,undefined,undefined,undefined
8720,n008885," ""Vijender_Singh""",483,1, m,undefined,undefined,undefined
8721,n008886," ""Vikki_Blows""",230,1, f,undefined,undefined,undefined
8722,n008887," ""Vikram_Pandit""",250,1, m,undefined,undefined,undefined
8723,n008890," ""Viktor_Orbán""",525,0, m,white,happy,39.5
8724,n008891," ""Viktor_Troicki""",371,1, m,undefined,undefined,undefined
8725,n008892," ""Viktor_Yanukovych""",341,1, m,undefined,undefined,undefined
8726,n008893," ""Viktor_Yushchenko""",445,1, m,undefined,undefined,undefined
8727,n008894," ""Viktoria_Helgesson""",310,1, f,undefined,undefined,undefined
8728,n008895," ""Viktoria_Komova""",310,1, f,undefined,undefined,undefined
8729,n008896," ""Viktoria_Rebensburg""",303,1, f,undefined,undefined,undefined
8730,n008897," ""Viktoria_Tolstoy""",221,1, f,undefined,undefined,undefined
